species,strain,virus,isolate,infectious.dose,infectious.dose.mid,unit,feeding.method,temp,day.PE,day.PE.mid,num.infected,total.infect,perc.infected,total.infect.exp,num.disseminated,perc.disseminated,total.dissem.exp,total.dissem,num.transmitted,perc.transmitted,total.trans.exp,total.transmitted,trans.method,Infec assay,trans.assay,ref,note
cq_linealis,Russell Island,RRV,B94/20,4.9,4.9,CCID50,membrane,28,8,8,18,30,60,30,10,33,30,30,,NT,NT,,NT,Vero-CPE,NT,"Jeffery, J.A.L.; Ryan, P.A.; Lyons, S.A.; Kay, B.H. Vector competence of Coquillettidia linealis (Skuse) (Diptera: Culicidae) for Ross River and Barmah Forest viruses. Australian Journal of Entomology 2002, 41, 339-344.",
cq_linealis,Russell Island,RRV,B94/20,5.6,5.6,CCID50,membrane,28,8,8,24,30,80,30,16,53,30,30,,NT,NT,,NT,Vero-CPE,NT,"Jeffery, J.A.L.; Ryan, P.A.; Lyons, S.A.; Kay, B.H. Vector competence of Coquillettidia linealis (Skuse) (Diptera: Culicidae) for Ross River and Barmah Forest viruses. Australian Journal of Entomology 2002, 41, 339-344.",
cq_linealis,Russell Island,RRV,B94/20,6.3,6.3,CCID50,membrane,28,8,8,28,30,93,30,20,66,30,30,,NT,NT,,NT,Vero-CPE,NT,"Jeffery, J.A.L.; Ryan, P.A.; Lyons, S.A.; Kay, B.H. Vector competence of Coquillettidia linealis (Skuse) (Diptera: Culicidae) for Ross River and Barmah Forest viruses. Australian Journal of Entomology 2002, 41, 339-344.",
cq_linealis,Russell Island,RRV,B94/20,7,7,CCID50,membrane,28,8,8,30,30,100,30,28,93,30,30,,NT,NT,,NT,Vero-CPE,NT,"Jeffery, J.A.L.; Ryan, P.A.; Lyons, S.A.; Kay, B.H. Vector competence of Coquillettidia linealis (Skuse) (Diptera: Culicidae) for Ross River and Barmah Forest viruses. Australian Journal of Entomology 2002, 41, 339-344.",
cq_linealis,Russell Island,RRV,B94/20,6.3,6.3,CCID50,membrane,28,2,2,24,25,96,25,2,8,25,25,1,4,25,25,Capillary tube,Vero-CPE,CC-EIA,"Jeffery, J.A.L.; Ryan, P.A.; Lyons, S.A.; Kay, B.H. Vector competence of Coquillettidia linealis (Skuse) (Diptera: Culicidae) for Ross River and Barmah Forest viruses. Australian Journal of Entomology 2002, 41, 339-344.",
cq_linealis,Russell Island,RRV,B94/20,6.3,6.3,CCID50,membrane,28,4,4,24,25,96,25,22,88,25,25,16,64,25,25,Capillary tube,Vero-CPE,CC-EIA,"Jeffery, J.A.L.; Ryan, P.A.; Lyons, S.A.; Kay, B.H. Vector competence of Coquillettidia linealis (Skuse) (Diptera: Culicidae) for Ross River and Barmah Forest viruses. Australian Journal of Entomology 2002, 41, 339-344.",
cq_linealis,Russell Island,RRV,B94/20,6.3,6.3,CCID50,membrane,28,6,6,24,25,96,25,21,84,25,25,20,80,25,25,Capillary tube,Vero-CPE,CC-EIA,"Jeffery, J.A.L.; Ryan, P.A.; Lyons, S.A.; Kay, B.H. Vector competence of Coquillettidia linealis (Skuse) (Diptera: Culicidae) for Ross River and Barmah Forest viruses. Australian Journal of Entomology 2002, 41, 339-344.",
cq_linealis,Russell Island,RRV,B94/20,6.3,6.3,CCID50,membrane,28,8,8,25,25,100,25,23,92,25,25,23,92,25,25,Capillary tube,Vero-CPE,CC-EIA,"Jeffery, J.A.L.; Ryan, P.A.; Lyons, S.A.; Kay, B.H. Vector competence of Coquillettidia linealis (Skuse) (Diptera: Culicidae) for Ross River and Barmah Forest viruses. Australian Journal of Entomology 2002, 41, 339-344.",
cq_linealis,Russell Island,RRV,B94/20,6.3,6.3,CCID50,membrane,28,10,10,24,25,96,25,24,96,25,25,23,92,25,25,Capillary tube,Vero-CPE,CC-EIA,"Jeffery, J.A.L.; Ryan, P.A.; Lyons, S.A.; Kay, B.H. Vector competence of Coquillettidia linealis (Skuse) (Diptera: Culicidae) for Ross River and Barmah Forest viruses. Australian Journal of Entomology 2002, 41, 339-344.",
cq_linealis,Russell Island,RRV,B94/20,6.3,6.3,CCID50,membrane,28,12,12,19,25,76,25,18,72,25,25,17,68,25,25,Capillary tube,Vero-CPE,CC-EIA,"Jeffery, J.A.L.; Ryan, P.A.; Lyons, S.A.; Kay, B.H. Vector competence of Coquillettidia linealis (Skuse) (Diptera: Culicidae) for Ross River and Barmah Forest viruses. Australian Journal of Entomology 2002, 41, 339-344.",
ae_vigilax,Brisbane,RRV,T48,4.5,4.5,LD50,pledget,28,10,10,0,30,0,30,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B. Three modes of transmission of Ross River virus by Aedes vigilax (Skuse). Australian Journal of Experimental Biology and Medical Science 1982, 60, 339-344.",
ae_vigilax,Brisbane,RRV,T48,5.5,5.5,LD50,pledget,28,10,10,0,24,0,24,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B. Three modes of transmission of Ross River virus by Aedes vigilax (Skuse). Australian Journal of Experimental Biology and Medical Science 1982, 60, 339-344.",
ae_vigilax,Brisbane,RRV,T48,6.5,6.5,LD50,pledget,28,10,10,5,30,17,30,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B. Three modes of transmission of Ross River virus by Aedes vigilax (Skuse). Australian Journal of Experimental Biology and Medical Science 1982, 60, 339-344.",
ae_vigilax,Brisbane,RRV,T48,6.7,6.7,LD50,pledget,28,10,10,11,16,69,16,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B. Three modes of transmission of Ross River virus by Aedes vigilax (Skuse). Australian Journal of Experimental Biology and Medical Science 1982, 60, 339-344.",
ae_vigilax,Brisbane,RRV,T48,7,7,LD50,pledget,28,10,10,5,6,83,6,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B. Three modes of transmission of Ross River virus by Aedes vigilax (Skuse). Australian Journal of Experimental Biology and Medical Science 1982, 60, 339-344.",
ae_vigilax,Brisbane,RRV,T48,7.5,7.5,LD50,pledget,28,10,10,50,65,77,65,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B. Three modes of transmission of Ross River virus by Aedes vigilax (Skuse). Australian Journal of Experimental Biology and Medical Science 1982, 60, 339-344.",
ae_vigilax,Brisbane,RRV,T48,7.5,7.5,LD50,pledget,28,4,4,,,NT,NT,,NT,NT,,1,8,12,12,suckling mouse,PSEK-CPE,symptoms-Ab,"Kay, B. Three modes of transmission of Ross River virus by Aedes vigilax (Skuse). Australian Journal of Experimental Biology and Medical Science 1982, 60, 339-344.",
ae_vigilax,Brisbane,RRV,T48,7.5,7.5,LD50,pledget,28,7,7,,,NT,NT,,NT,NT,,5,29,17,17,suckling mouse,PSEK-CPE,symptoms-Ab,"Kay, B. Three modes of transmission of Ross River virus by Aedes vigilax (Skuse). Australian Journal of Experimental Biology and Medical Science 1982, 60, 339-344.",
ae_vigilax,Brisbane,RRV,T48,7.5,7.5,LD50,pledget,28,10,10,,,NT,NT,,NT,NT,,8,57,14,14,suckling mouse,PSEK-CPE,symptoms-Ab,"Kay, B. Three modes of transmission of Ross River virus by Aedes vigilax (Skuse). Australian Journal of Experimental Biology and Medical Science 1982, 60, 339-344.",
ae_vigilax,Brisbane,RRV,T48,7.5,7.5,LD50,pledget,28,13,13,,,NT,NT,,NT,NT,,6,50,12,12,suckling mouse,PSEK-CPE,symptoms-Ab,"Kay, B. Three modes of transmission of Ross River virus by Aedes vigilax (Skuse). Australian Journal of Experimental Biology and Medical Science 1982, 60, 339-344.",
ae_vigilax,Brisbane,RRV,T48,8.6,8.6,LD50,pledget,28,10,10,22,26,85,26,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B. Three modes of transmission of Ross River virus by Aedes vigilax (Skuse). Australian Journal of Experimental Biology and Medical Science 1982, 60, 339-344.",
ae_vigilax,Brisbane,RRV,T48,9,9,LD50,pledget,28,10,10,19,19,100,19,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B. Three modes of transmission of Ross River virus by Aedes vigilax (Skuse). Australian Journal of Experimental Biology and Medical Science 1982, 60, 339-344.",
cx_quinquefasciatus,Brisbane,RRV,T48,6.2,6.2,LD50,pledget,28,10,10,0,44,0,44,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Brisbane,RRV,T48,7.2,7.2,LD50,pledget,28,10,10,0,32,0,32,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Brisbane,RRV,T48,8.1,8.1,LD50,pledget,28,10,10,0,5,0,5,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Darwin,RRV,T48,5.2,5.2,LD50,pledget,28,10,10,0,36,0,36,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Darwin,RRV,T48,6.2,6.2,LD50,pledget,28,10,10,0,30,0,30,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Darwin,RRV,T48,7.2,7.2,LD50,pledget,28,10,10,0,31,0,31,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Darwin,RRV,T48,8.1,8.1,LD50,pledget,28,10,10,4,11,36,11,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Kowanyama,RRV,T48,5.2,5.2,LD50,pledget,28,10,10,0,9,0,9,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Kowanyama,RRV,T48,6.2,6.2,LD50,pledget,28,10,10,0,31,0,31,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Kowanyama,RRV,T48,7.2,7.2,LD50,pledget,28,10,10,0,33,0,33,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Kowanyama,RRV,T48,8.1,8.1,LD50,pledget,28,10,10,1,1,100,1,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Cairns,RRV,T48,7.2,7.2,LD50,pledget,28,10,10,0,25,0,25,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Charleville,RRV,T48,6.2,6.2,LD50,pledget,28,10,10,2,17,12,17,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Charleville,RRV,T48,7.2,7.2,LD50,pledget,28,10,10,0,44,0,44,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Charleville,RRV,T48,8.1,8.1,LD50,pledget,28,10,10,1,5,20,5,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Mildura,RRV,T48,6.2,6.2,LD50,pledget,28,10,10,0,51,0,51,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Mildura,RRV,T48,7.2,7.2,LD50,pledget,28,10,10,2,61,3,61,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Mildura,RRV,T48,8.1,8.1,LD50,pledget,28,10,10,3,18,17,18,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
ae_aegypti,Townsville,RRV,T48,5.9,5.9,SMIC,membrane,27,4,4,9,9,100,9,,NT,NT,,11,69,16,16,suckling mouse,suckling mouse,symptoms-Ab,"Kay, B.; Carley, J.; Fanning, I.; Filippich, C. Quantitative studies of the vector competence of Aedes aegypti, Culex annulirostris and other mosquitoes (Diptera: Culicidae) with Murray Valley encephalitis and other Queensland arboviruses. Journal of Medical Entomology 1979, 16, 59-66.",
ae_vigilax,Townsville,RRV,388A Cairns,8.1,8.1,TCID50,membrane,28,8,8,15,19,79,19,15,79,19,19,9,47,19,19,Capillary tube,CC-EIA,CC-EIA,"Ramirez, A.L.; Hall-Mendelin, S.; Doggett, S.L.; Hewitson, G.R.; McMahon, J.L.; Ritchie, S.A.; van den Hurk, A.F. Mosquito excreta: A sample type with many potential applications for the investigation of Ross River virus and West Nile virus ecology. PLoS Negl Trop Dis 2018, 12, e0006771",
ae_vigilax,Townsville,RRV,388A Cairns,8.1,8.1,TCID50,membrane,28,11,11,17,19,89,19,17,89,19,19,6,32,19,19,Capillary tube,CC-EIA,CC-EIA,"Ramirez, A.L.; Hall-Mendelin, S.; Doggett, S.L.; Hewitson, G.R.; McMahon, J.L.; Ritchie, S.A.; van den Hurk, A.F. Mosquito excreta: A sample type with many potential applications for the investigation of Ross River virus and West Nile virus ecology. PLoS Negl Trop Dis 2018, 12, e0006771",
ae_vigilax,Townsville,RRV,388A Cairns,8.1,8.1,TCID50,membrane,28,15,15,13,17,76,17,13,79,17,17,5,29,17,17,Capillary tube,CC-EIA,CC-EIA,"Ramirez, A.L.; Hall-Mendelin, S.; Doggett, S.L.; Hewitson, G.R.; McMahon, J.L.; Ritchie, S.A.; van den Hurk, A.F. Mosquito excreta: A sample type with many potential applications for the investigation of Ross River virus and West Nile virus ecology. PLoS Negl Trop Dis 2018, 12, e0006771",
ae_vigilax,Maroochy Shire,RRV,B94/20,5.7,5.7,CCID50,pledget,28,9-11,10,10,51,19,51,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152.",
ae_vigilax,Maroochy Shire,RRV,B94/20,6.7,6.7,CCID50,pledget,28,9-11,10,23,33,70,33,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152.",
ae_vigilax,Maroochy Shire,RRV,B94/20,7.7,7.7,CCID50,pledget,28,9-11,10,101,118,86,118,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152.",
ae_vigilax,Maroochy Shire,RRV,B94/20,7.7,7.7,CCID50,pledget,28,4,4,14,22,64,22,,NT,NT,,0,0,22,22,suckling mouse,Vero-CPE,symptoms-Ab,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152.",
ae_vigilax,Maroochy Shire,RRV,B94/20,7.7,7.7,CCID50,pledget,28,7,7,11,12,92,12,,NT,NT,,5,45,11,11,suckling mouse,Vero-CPE,symptoms-Ab,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152.",
ae_vigilax,Maroochy Shire,RRV,B94/20,7.7,7.7,CCID50,pledget,28,8,8,9,10,90,10,,NT,NT,,4,40,10,10,suckling mouse,Vero-CPE,symptoms-Ab,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152.",
cx_annulirostris,Maroochy Shire,RRV,B94/20,4.7,4.7,CCID50,pledget,28,9-11,10,0,74,0,74,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152.",
cx_annulirostris,Maroochy Shire,RRV,B94/20,5.7,5.7,CCID50,pledget,28,9-11,10,0,78,0,78,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152.",
cx_annulirostris,Maroochy Shire,RRV,B94/20,6.7,6.7,CCID50,pledget,28,9-11,10,3,52,5,52,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152.",
cx_annulirostris,Maroochy Shire,RRV,B94/20,7.7,7.7,CCID50,pledget,28,9-11,10,78,195,40,195,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152.",
cx_annulirostris,Maroochy Shire,RRV,B94/20,7.7,7.7,CCID50,pledget,28,8,8,6,16,38,16,,NT,NT,,5,31,16,16,suckling mouse,Vero-CPE,symptoms-Ab,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152.",
cx_annulirostris,Maroochy Shire,RRV,B94/20,7.7,7.7,CCID50,pledget,28,12,12,5,16,31,16,,NT,NT,,1,8,13,13,suckling mouse,Vero-CPE,symptoms-Ab,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152.",
cx_annulirostris,Maroochy Shire,RRV,B94/20,7.7,7.7,CCID50,pledget,28,20,20,8,13,62,13,,NT,NT,,6,46,13,13,suckling mouse,Vero-CPE,symptoms-Ab,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152.",
cx_australicus,Maroochy Shire,RRV,B94/20,5.7,5.7,CCID50,pledget,28,9-11,10,2,37,5,37,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152.",
cx_australicus,Maroochy Shire,RRV,B94/20,6.7,6.7,CCID50,pledget,28,9-11,10,8,19,40,19,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152.",
cx_australicus,Maroochy Shire,RRV,B94/20,7.7,7.7,CCID50,pledget,28,9-11,10,53,72,73,72,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152.",
cx_australicus,Maroochy Shire,RRV,B94/20,7.7,7.7,CCID50,pledget,28,7,7,8,11,73,11,,NT,NT,,6,55,11,11,suckling mouse,Vero-CPE,symptoms-Ab,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152.",
cx_australicus,Maroochy Shire,RRV,B94/20,7.7,7.7,CCID50,pledget,28,12,12,12,18,67,18,,NT,NT,,10,59,17,17,suckling mouse,Vero-CPE,symptoms-Ab,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152.",
cx_sitiens,Maroochy Shire,RRV,B94/20,5.7,5.7,CCID50,pledget,28,9-11,10,0,24,0,24,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152.",
cx_sitiens,Maroochy Shire,RRV,B94/20,6.7,6.7,CCID50,pledget,28,9-11,10,0,13,0,13,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152.",
cx_sitiens,Maroochy Shire,RRV,B94/20,7.7,7.7,CCID50,pledget,28,9-11,10,3,37,8,37,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152.",
ma_uniformis,Maroochy Shire,RRV,B94/20,7.7,7.7,CCID50,pledget,28,9-11,10,4,5,80,5,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152.",
ma_uniformis,Maroochy Shire,RRV,B94/20,7.7,7.7,CCID50,pledget,28,11,11,4,5,80,5,,NT,NT,,3,60,5,5,suckling mouse,Vero-CPE,symptoms-Ab,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152.",
ae_multiplex,Maroochy Shire,RRV,RR553,3.7,3.7,CCID50,pledget,28,9-11,10,0,45,0,45,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152.",
ae_multiplex,Maroochy Shire,RRV,RR553,4.2,4.2,CCID50,pledget,28,9-11,10,25,44,57,44,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152.",
ae_multiplex,Maroochy Shire,RRV,RR553,4.7,4.7,CCID50,pledget,28,9-11,10,1,30,3,30,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152.",
ae_multiplex,Maroochy Shire,RRV,B94/20,5.2,5.2,CCID50,pledget,28,9-11,10,87,150,58,150,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152.",
ae_multiplex,Maroochy Shire,RRV,B94/20,5.2,5.2,CCID50,pledget,28,8,8,5,12,42,12,,NT,NT,,0,0,12,12,suckling mouse,Vero-CPE,symptoms-Ab,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152.",
ae_multiplex,Maroochy Shire,RRV,B94/20,5.7,5.7,CCID50,pledget,28,9-11,10,0,9,0,9,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152.",
ae_multiplex,Maroochy Shire,RRV,RR553,6.7,6.7,CCID50,pledget,28,9-11,10,2,59,3,59,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152.",
ae_multiplex,Maroochy Shire,RRV,B94/20,7.7,7.7,CCID50,pledget,28,9-11,10,1,8,15,8,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152.",
ae_notoscriptus,Maroochy Shire,RRV,RR1693,4.5,4.5,CCID50,pledget,28,9-11,10,0,22,0,22,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152.",
